,Smiles,pIGC50,Canonical_SMILES,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
188,CC(C)C(=O)N,-1.87,CC(C)C(N)=O,11.101527777777779,11.101527777777779,0.702638888888889,-3.4826388888888884,0.4849325494199894,36.333333333333336,87.12199999999996,78.05,87.068413908,36,0,0.21946933393301402,-0.3694565678585984,0.3694565678585984,0.21946933393301402,2.3333333333333335,3.0,3.1666666666666665,1.9648507286425174,5.540809712881861,237.8184090293204,12.654700538379252,11.855461885963821,2.855461885963821,6.354059275497024,5.572158133981827,1.1777309429819105,0.6801525644084829,0.6801525644084829,0.21386547149095525,0.21386547149095525,0.0,0.0,-0.53,644.4710389947458,0.6023753354398041,1.798837033645378,1.7581844380403455,50.09633793406286,5.719716975726273,0.0,2.8236841566564013,5.907179729351506,0.0,0.0,4.794537184071822,0.0,0.0,0.0,13.703784234591359,0.0,15.489267578554617,0.0,17.213531233919763,5.907179729351506,0.0,0.0,11.613674661089352,13.703784234591359,0.0,0.0,0.0,0.0,5.719716975726273,0.0,0.0,0.0,5.907179729351506,4.794537184071822,5.893957685363079,23.299094127782897,0.0,2.8236841566564013,0.0,0.0,43.09,31.224638625032213,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.418994049847942,61.284444444444446,0.0,11.101527777777779,0.0,-0.702638888888889,-5.39699074074074,0.0,0.0,-6.869675925925927,0.0,0.75,6,2,2,0,0,0,0,0,0,1,1,2,3,0,0,0,0,0.12770000000000004,24.032399999999996,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
189,CC(=O)N(C)C,-1.95,CC(=O)N(C)C,11.101527777777779,11.101527777777779,0.5763888888888888,-3.308796296296296,0.40990688283686294,36.333333333333336,87.12199999999996,78.05,87.068413908,36,0,0.2184251307903347,-0.3490642652721722,0.3490642652721722,0.2184251307903347,1.8333333333333333,2.5,2.6666666666666665,1.7610586771795624,5.263317272193631,232.30863402499347,12.654700538379252,11.855461885963821,2.855461885963821,6.276709006307398,5.624944538481868,1.1249445384818684,0.6405627610334513,0.6405627610334513,0.20309049179251717,0.20309049179251717,0.0,0.0,-0.53,493.0964296102775,0.6023753354398041,1.798837033645378,1.7581844380403455,50.40016764277685,4.899909730850477,0.0,0.0,5.907179729351506,0.0,0.0,4.794537184071822,0.0,0.0,0.0,0.0,0.0,33.14037292339215,0.0,17.1313641896038,5.907179729351506,0.0,4.899909730850477,0.0,6.851892117295679,13.951653800564491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.758743260766476,4.794537184071822,0.0,19.188719122827656,0.0,0.0,0.0,0.0,20.310000000000002,31.610635378062156,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.33682700553198,60.7123611111111,0.0,10.52513888888889,0.0,0.0,-1.9143518518518523,0.0,0.0,-9.906481481481482,0.0,0.75,6,0,2,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0.09450000000000003,24.36799999999999,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,CCC(=NO)C,-1.07,CCC(C)=NO,7.143912037037037,7.143912037037037,1.3009259259259254,-3.1956712962962976,0.29113984038925234,40.0,87.12199999999996,78.05,87.068413908,36,0,0.3295588204333438,-0.41091380446634346,0.41091380446634346,0.3295588204333438,2.5,3.5,4.0,1.9465344537055433,5.393262786789345,249.8184090293204,12.49156383156272,11.855461885963821,2.855461885963821,6.442705340840037,5.564429274048898,1.1561809835850343,0.5648938906675066,0.5648938906675066,0.2096887923550224,0.2096887923550224,0.022821773229381923,0.022821773229381923,-0.53,675.4474554358235,0.6023753354398041,2.693713646532438,1.7581844380403455,50.20907686819106,5.209533821043797,0.0,0.0,0.0,0.0,1.4311996572326342,0.0,0.0,0.0,0.0,12.00760484404622,13.224817018625059,10.96606844936176,5.711685002770702,17.60680192763819,5.711685002770702,0.0,0.0,5.15571272675054,20.076709135920737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.921218823814499,0.0,0.0,31.042777585282494,5.15571272675054,1.4311996572326342,0.0,0.0,32.59,25.78839413869144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.365246547794337,12.397268106594394,61.6317824074074,0.0,0.0,6.019328703703703,-1.3009259259259254,0.0,0.0,-3.167361111111112,-6.26615740740741,0.0,0.75,6,1,2,0,0,0,0,0,0,2,1,2,4,0,0,0,0,1.2465,25.18649999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,CCNC(=O)C,-1.7,CCNC(C)=O,10.943819444444443,10.943819444444443,0.6597222222222223,-3.3348379629629648,0.48403868257744354,36.333333333333336,87.12199999999994,78.04999999999998,87.068413908,36,0,0.21636252640512219,-0.3566248267966946,0.3566248267966946,0.21636252640512219,2.5,3.3333333333333335,3.8333333333333335,1.9725948902944757,5.031934258079812,251.8184090293204,12.654700538379252,11.855461885963821,2.855461885963821,6.315384140902211,5.598551336231847,1.1513377407318894,0.5287593621584619,0.5287593621584619,0.15744694533375334,0.15744694533375334,0.050772622948129294,0.050772622948129294,-0.53,635.1755546748211,0.6023753354398041,2.693713646532438,3.4699999999999998,50.24825278841986,5.309813353288375,0.0,1.4118420783282006,5.907179729351506,0.0,0.0,4.794537184071822,0.0,0.0,0.0,0.0,6.851892117295679,24.31482025097338,0.0,17.172447711761784,5.907179729351506,0.0,5.309813353288375,0.0,13.703784234591359,6.496859684315945,0.0,0.0,0.0,5.309813353288375,0.0,0.0,0.0,12.404039413667451,4.794537184071822,0.0,24.669852683953117,0.0,1.4118420783282006,0.0,0.0,29.1,31.41763700154718,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.377910527689961,60.85689814814815,0.0,10.943819444444443,-0.6597222222222223,0.0,-1.8716435185185178,0.0,0.0,-9.852685185185187,0.0,0.75,6,1,2,0,0,0,0,0,0,1,1,2,3,0,0,0,0,0.14240000000000014,24.357699999999994,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,CCC(=O)NC,-1.53,CCC(=O)NC,11.101527777777779,11.101527777777779,0.6395138888888892,-3.3857638888888903,0.48403868257744354,36.333333333333336,87.12199999999996,78.05,87.068413908,36,0,0.2189573084941076,-0.3591884399363726,0.3591884399363726,0.2189573084941076,2.5,3.3333333333333335,3.8333333333333335,1.9725948902944757,5.036593813506711,251.8184090293204,12.654700538379252,11.855461885963821,2.855461885963821,6.315384140902211,5.598551336231847,1.1513377407318894,0.5419559632834724,0.5419559632834724,0.2084779816417362,0.2084779816417362,0.02795084971874737,0.02795084971874737,-0.53,635.1755546748211,0.6023753354398041,2.693713646532438,1.7581844380403455,50.24825278841986,5.309813353288375,0.0,1.4118420783282006,5.907179729351506,0.0,0.0,4.794537184071822,0.0,0.0,0.0,6.851892117295679,0.0,24.314820250973384,0.0,17.172447711761784,5.907179729351506,0.0,5.309813353288375,0.0,13.224817018625059,6.975826900282246,0.0,0.0,0.0,5.309813353288375,0.0,0.0,0.0,12.883006629633751,4.794537184071822,0.0,24.190885467986817,0.0,1.4118420783282006,0.0,0.0,29.1,31.417637001547188,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.377910527689961,60.75048611111112,0.0,11.101527777777779,-0.6395138888888892,0.0,-1.9143518518518514,0.0,-3.3857638888888903,-6.495717592592594,0.0,0.75,6,1,2,0,0,0,0,0,0,1,1,2,3,0,0,0,0,0.14239999999999992,24.357699999999994,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,CCCC(=O)N,-1.79,CCCC(N)=O,10.943819444444443,10.943819444444443,0.6770138888888888,-3.4608796296296305,0.5158494162613733,36.333333333333336,87.12199999999996,78.05,87.068413908,36,0,0.2169020334486098,-0.3696801362743872,0.3696801362743872,0.2169020334486098,2.5,3.3333333333333335,3.8333333333333335,1.9969866616577217,5.285610412940043,255.32818403364735,12.654700538379252,11.855461885963821,2.855461885963821,6.354059275497024,5.572158133981827,1.1777309429819105,0.5551525644084829,0.5551525644084829,0.16943273574547763,0.16943273574547763,0.05346636787273881,0.05346636787273881,-0.53,678.9754649636253,0.6023753354398041,2.693713646532438,3.4699999999999998,50.09633793406286,5.719716975726273,0.0,2.8236841566564013,5.907179729351506,0.0,0.0,4.794537184071822,0.0,0.0,0.0,6.851892117295679,6.372924901329379,15.968234794520917,0.0,17.213531233919763,5.907179729351506,0.0,0.0,5.719716975726273,19.597741919954437,0.0,0.0,0.0,0.0,5.719716975726273,0.0,0.0,0.0,5.907179729351506,4.794537184071822,0.0,29.193051813145974,0.0,2.8236841566564013,0.0,0.0,43.09,31.224638625032213,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.418994049847942,61.29793981481482,0.0,10.943819444444443,0.0,-0.6770138888888888,-1.8716435185185178,0.0,-6.917476851851853,-3.3589583333333337,0.0,0.75,6,2,2,0,0,0,0,0,0,1,1,2,3,0,0,0,0,0.27180000000000015,24.102399999999996,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
194,CCCC[N+](=O)[O-],-0.69,CCCC[N+](=O)[O-],10.28154620181406,10.28154620181406,1.6839583333333343,-3.84236111111111,0.39568025998667766,35.714285714285715,103.12099999999995,94.04899999999999,103.063328528,42,0,0.20340806673318615,-0.26454865934056776,0.26454865934056776,0.20340806673318615,2.142857142857143,2.857142857142857,3.2857142857142856,2.0036819414535474,5.619692713382383,294.3743357192034,13.577350269189626,12.263710176427685,3.263710176427684,6.6933756729740645,5.838755169420089,1.3387551694200897,0.6189131839600378,0.6189131839600378,0.2096887923550224,0.2096887923550224,0.07359439617751122,0.07359439617751122,-0.6000000000000001,939.7268305417138,0.9,3.5851851851851855,5.400000000000002,55.13178759502951,0.0,2.7415171123404405,0.0,6.496859684315945,0.0,0.0,10.114318268765572,0.0,0.0,0.0,6.851892117295679,6.372924901329379,20.891545843338587,0.0,17.26013805434965,0.0,0.0,0.0,0.0,19.597741919954437,6.496859684315945,10.114318268765572,0.0,0.0,0.0,0.0,0.0,0.0,11.420170733133617,0.0,10.114318268765572,31.934568925486413,0.0,0.0,0.0,0.0,43.14,31.01791265308805,10.114318268765572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.33682700553198,61.95808815192743,0.0,8.597587868480725,10.28154620181406,0.0,0.0,0.0,-7.480833333333334,-7.356388888888889,0.0,1.0,7,0,3,0,0,0,0,0,0,2,0,3,4,0,0,0,0,1.0632000000000001,26.76939999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,CC(C)CO,-1.42,CC(C)CO,7.28125,7.28125,3.427083333333334,-3.505208333333333,0.4834802442445536,48.8,74.12299999999995,64.04299999999999,74.07316494,32,0,0.21005039181828555,-0.3961098438374691,0.3961098438374691,0.21005039181828555,2.6,3.4,3.6,1.9810272659383548,5.645277983617006,210.5573374653365,12.707106781186548,12.408248290463863,2.408248290463863,6.310660171779822,5.862372435695795,0.9541241452319316,0.4770620726159658,0.4770620726159658,0.10206207261596577,0.10206207261596577,0.0,0.0,-0.04,618.0805069727667,0.39911790543591597,2.212525252525253,3.9600000000000004,46.764686383020766,5.1088081911072125,0.0,0.0,1.4311996572326342,0.0,0.0,0.0,0.0,0.0,0.0,13.703784234591359,5.893957685363079,16.154295136107827,2.7415171123404405,17.44563519663919,0.0,1.4311996572326342,0.0,5.893957685363079,13.703784234591359,6.558985242916288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.098993091256135,0.0,5.893957685363079,26.040611240123337,0.0,0.0,0.0,0.0,20.23,26.156727162870723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1088081911072125,13.768026662764614,68.88395833333334,0.0,0.0,3.4316666666666666,0.0,-3.505208333333333,0.0,0.0,-10.310416666666669,0.0,1.0,5,1,1,0,0,0,0,0,0,1,1,1,4,0,0,0,0,0.6347,21.923799999999996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,CC(C)(C)O,-1.79,CC(C)(C)O,6.916666666666667,6.916666666666667,3.453125,-3.479166666666667,0.4498276567484776,48.8,74.12299999999995,64.04299999999999,74.07316494,32,0,0.21081179074527037,-0.3907600879079809,0.3907600879079809,0.21081179074527037,1.8,2.4,2.4,1.7640288160912414,5.776046899561301,183.00846244370183,12.707106781186548,12.408248290463863,2.408248290463863,6.310660171779822,5.862372435695795,0.9541241452319316,0.6811862178478973,0.6811862178478973,0.0,0.0,0.0,0.0,-0.04,508.0402990342775,0.39911790543591597,0.9767560019818928,9507.96,46.76468638302077,5.1088081911072125,0.0,0.0,1.4311996572326342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.555676351887037,12.33682700553198,5.601050810983688,17.44563519663919,0.0,1.4311996572326342,0.0,0.0,26.156727162870727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.141058659323535,0.0,0.0,32.89250335741902,0.0,0.0,0.0,0.0,20.23,26.156727162870727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1088081911072125,13.768026662764614,68.74479166666666,0.0,0.0,3.59375,-3.479166666666667,0.0,0.0,0.0,-10.359375,0.0,1.0,5,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0.7771999999999999,21.971799999999995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,CCCCO,-1.48,CCCCO,7.098958333333334,7.098958333333334,3.35625,-3.479166666666667,0.5128217987135145,48.8,74.12299999999995,64.04299999999999,74.07316494,32,0,0.2100365330022028,-0.396376752069211,0.396376752069211,0.2100365330022028,2.4,3.4,4.0,2.0119671581158425,5.3794640133254905,228.06711246966347,12.707106781186548,12.408248290463863,2.408248290463863,6.310660171779822,5.862372435695795,0.9541241452319316,0.3520620726159658,0.3520620726159658,0.11353103630798289,0.11353103630798289,0.025515518153991442,0.025515518153991442,-0.04,657.9132607038805,0.39911790543591597,3.9600000000000004,3.9600000000000004,46.764686383020766,5.1088081911072125,0.0,0.0,1.4311996572326342,0.0,0.0,0.0,0.0,0.0,0.0,13.224817018625059,6.372924901329379,16.154295136107827,2.7415171123404405,17.44563519663919,0.0,1.4311996572326342,0.0,0.0,19.597741919954437,6.558985242916288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.098993091256135,0.0,0.0,31.934568925486413,0.0,0.0,0.0,0.0,20.23,26.156727162870723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1088081911072125,13.768026662764614,68.75958333333334,0.0,0.0,3.4022916666666667,0.0,0.0,0.0,-6.946875,-6.715000000000001,0.0,1.0,5,1,1,0,0,0,0,0,0,1,1,1,4,0,0,0,0,0.7787999999999999,21.993799999999997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,CCC(C)O,-1.59,CCC(C)O,7.171875,7.171875,3.3708333333333345,-3.479166666666666,0.4869274292842043,58.4,74.12299999999995,64.04299999999999,74.07316494,32,0,0.2104304033255422,-0.39343008722162376,0.39343008722162376,0.2104304033255422,2.8,3.8,4.0,1.9777550602954799,5.5013007467698625,226.5573374653365,12.707106781186548,12.408248290463863,2.408248290463863,6.310660171779822,5.862372435695795,0.9541241452319316,0.45412414523193156,0.45412414523193156,0.11353103630798289,0.11353103630798289,0.0,0.0,-0.04,628.9261091739626,0.39911790543591597,2.212525252525253,3.9600000000000004,46.76468638302077,5.1088081911072125,0.0,0.0,1.4311996572326342,0.0,0.0,0.0,0.0,0.0,0.0,6.851892117295679,13.224817018625059,10.96606844936176,7.450776583120208,17.44563519663919,0.0,1.4311996572326342,0.0,0.0,26.156727162870727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.620025875289835,0.0,0.0,32.41353614145272,0.0,0.0,0.0,0.0,20.23,26.156727162870727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1088081911072125,13.768026662764614,68.67270833333333,0.0,0.0,3.5127083333333333,0.0,0.0,0.0,-6.932291666666666,-6.753125000000002,0.0,1.0,5,1,1,0,0,0,0,0,0,1,1,1,4,0,0,0,0,0.7771999999999999,21.971799999999995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,CCCC(=O)NN,-0.97,CCCC(=O)NN,11.291319444444444,11.291319444444444,0.5936805555555558,-3.569097222222223,0.28743007432171974,35.57142857142857,102.13699999999996,92.057,102.07931294,42,0,0.2333619625063644,-0.2942783085556468,0.2942783085556468,0.2333619625063644,2.5714285714285716,3.4285714285714284,4.0,2.12544318128269,5.349927714801249,297.17124808456634,14.232050807568877,13.30267548146378,3.302675481463779,7.264742878019984,6.219371729481786,1.3777309429819105,0.6551525644084829,0.6551525644084829,0.2602575647918639,0.2602575647918639,0.07846636787273881,0.07846636787273881,-0.5700000000000001,1747.1142950143712,0.7963037849103407,3.614162062615101,3.255222039347971,57.07936327031203,0.0,2.8236841566564013,1.4118420783282006,5.907179729351506,0.0,0.0,10.213353330464251,5.828719768830327,0.0,0.0,6.851892117295679,6.372924901329379,15.968234794520917,0.0,18.625373312247962,5.907179729351506,0.0,5.418816146392429,5.828719768830327,19.597741919954437,0.0,0.0,0.0,0.0,11.247535915222755,0.0,0.0,0.0,5.907179729351506,4.794537184071822,0.0,29.193051813145974,0.0,4.235526234984602,0.0,0.0,55.120000000000005,36.7524575645287,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.830836128176143,68.822429138322,0.0,11.291319444444444,0.0,-0.5936805555555558,-2.5564049508692364,0.0,-7.118310185185187,-3.4286862244897964,0.0,0.75,7,3,3,0,0,0,0,0,0,2,2,3,4,0,0,0,0,-0.2235999999999999,27.238099999999996,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,CCC(CO)O,-2.05,CCC(O)CO,7.265625,7.265625,3.415000000000001,-3.5354166666666664,0.49054291541768236,50.666666666666664,90.12199999999996,80.042,90.06807956,38,0,0.21056413873685537,-0.39368882817264456,0.39368882817264456,0.21056413873685537,2.5,3.5,4.0,2.136516082486568,5.5976433843582765,247.6938093901362,13.414213562373096,12.816496580927726,2.8164965809277263,6.871320343559644,5.974744871391589,1.1582482904638631,0.5561862178478973,0.5561862178478973,0.20622873928263247,0.20622873928263247,0.025515518153991442,0.025515518153991442,-0.08,1202.8585544399377,0.6437455886263826,3.1232520325203255,2.1751020408163266,51.64559039334402,10.217616382214425,0.0,0.0,2.8623993144652684,0.0,0.0,0.0,0.0,0.0,0.0,6.851892117295679,6.372924901329379,6.853792780851101,16.751278938376934,21.183684831576183,0.0,2.8623993144652684,0.0,0.0,19.304835045575047,6.558985242916288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.71901896654597,0.0,0.0,24.190885467986817,0.0,0.0,0.0,0.0,40.46,25.863820288491333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.217616382214425,13.828467763827028,68.91270833333333,0.0,0.0,6.9825,0.0,0.0,0.0,-7.05625,-6.838958333333335,0.0,1.0,6,2,2,0,0,0,0,0,0,2,2,2,5,0,0,0,0,-0.25039999999999996,23.383599999999994,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,CC(CCO)O,-2.3,CC(O)CCO,7.2318750000000005,7.2318750000000005,3.4125000000000005,-3.546875000000001,0.49054291541768236,50.666666666666664,90.12199999999994,80.04199999999999,90.06807956,38,0,0.2104326178223916,-0.39627512172883306,0.39627512172883306,0.2104326178223916,2.5,3.5,4.0,2.1354208914849644,5.57948936104801,247.69380939013627,13.414213562373096,12.816496580927726,2.8164965809277263,6.871320343559643,5.974744871391589,1.1582482904638631,0.5561862178478973,0.5561862178478973,0.16456207261596578,0.16456207261596578,0.04634885148732478,0.04634885148732478,-0.08,1200.10654101455,0.6437455886263826,3.1232520325203255,3.9200000000000004,51.64559039334402,10.217616382214425,0.0,0.0,2.8623993144652684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.224817018625059,13.412778023767387,10.192293695460648,21.183684831576183,0.0,2.8623993144652684,0.0,0.0,19.304835045575047,6.558985242916288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.71901896654597,0.0,0.0,24.190885467986817,0.0,0.0,0.0,0.0,40.46,25.863820288491333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.217616382214425,13.828467763827028,68.94354166666668,0.0,0.0,6.951666666666666,0.0,0.0,0.0,-7.056250000000001,-6.838958333333334,0.0,1.0,6,2,2,0,0,0,0,0,0,2,2,2,5,0,0,0,0,-0.25039999999999996,23.383599999999994,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
